,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,album_name,short_album_name,release_date,album_id
533,0.537,0.279,0.0,-20.591,1.0,0.0441,0.987,0.888,0.109,0.967,113.678,audio_features,7DfAKU2FLGuQ6zm6jhszp5,spotify:track:7DfAKU2FLGuQ6zm6jhszp5,https://api.spotify.com/v1/tracks/7DfAKU2FLGuQ6zm6jhszp5,https://api.spotify.com/v1/audio-analysis/7DfAKU2FLGuQ6zm6jhszp5,54827.0,4.0,"33 Variations on a Waltz by Diabelli in C Major, Op. 120: Theme. Vivace",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
514,0.406,0.0357,7.0,-28.953,1.0,0.0347,0.992,0.952,0.125,0.955,179.141,audio_features,1TWwmgdQciM4TzGcuGOUsY,spotify:track:1TWwmgdQciM4TzGcuGOUsY,https://api.spotify.com/v1/tracks/1TWwmgdQciM4TzGcuGOUsY,https://api.spotify.com/v1/audio-analysis/1TWwmgdQciM4TzGcuGOUsY,57000.0,4.0,"11 Bagatelles, Op.119: 2. Andante con moto",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
515,0.268,0.111,2.0,-19.33,1.0,0.0352,0.99,0.844,0.125,0.686,76.754,audio_features,4quIwEq4eqkIRQEThtVf0z,spotify:track:4quIwEq4eqkIRQEThtVf0z,https://api.spotify.com/v1/tracks/4quIwEq4eqkIRQEThtVf0z,https://api.spotify.com/v1/audio-analysis/4quIwEq4eqkIRQEThtVf0z,40400.0,3.0,"12 Variations on ""See the conquering hero comes"" for Cello and Piano, WoO 45: Variation X. Allegro",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
516,0.406,0.078,5.0,-26.139,0.0,0.0346,0.995,0.93,0.143,0.843,153.872,audio_features,1p2TyjCMLkMYaoxcfBif4z,spotify:track:1p2TyjCMLkMYaoxcfBif4z,https://api.spotify.com/v1/tracks/1p2TyjCMLkMYaoxcfBif4z,https://api.spotify.com/v1/audio-analysis/1p2TyjCMLkMYaoxcfBif4z,52093.0,3.0,"Waltz in C Minor, WoO 219 (Hess 68)",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
517,0.313,0.0691,7.0,-26.805,0.0,0.0416,0.985,0.838,0.101,0.364,132.231,audio_features,35pQ80f0fYMHKuRthapELF,spotify:track:35pQ80f0fYMHKuRthapELF,https://api.spotify.com/v1/tracks/35pQ80f0fYMHKuRthapELF,https://api.spotify.com/v1/audio-analysis/35pQ80f0fYMHKuRthapELF,111000.0,4.0,"6 Bagatelles, Op. 126: 2. Allegro",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
518,0.5,0.00276,4.0,-32.718,1.0,0.0532,0.996,0.885,0.0775,0.311,104.991,audio_features,1sQzZErQKwAu5PN1cTO9wU,spotify:track:1sQzZErQKwAu5PN1cTO9wU,https://api.spotify.com/v1/tracks/1sQzZErQKwAu5PN1cTO9wU,https://api.spotify.com/v1/audio-analysis/1sQzZErQKwAu5PN1cTO9wU,85653.0,4.0,"Piano Sonata No. 30 in E Major, Op. 109: III. Gesangvoll, mit innigster Empfindung. Andante molto cantabile ed espressivo",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
519,0.417,0.377,2.0,-19.623,1.0,0.0573,0.987,0.889,0.115,0.528,111.853,audio_features,1lNuo532bjOOvjZBAgvHXm,spotify:track:1lNuo532bjOOvjZBAgvHXm,https://api.spotify.com/v1/tracks/1lNuo532bjOOvjZBAgvHXm,https://api.spotify.com/v1/audio-analysis/1lNuo532bjOOvjZBAgvHXm,40293.0,4.0,"Anglaise in D Major, WoO 212 (Hess 61)",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
520,0.401,0.371,0.0,-16.308,1.0,0.0754,0.978,0.857,0.087,0.436,123.525,audio_features,6TbT0MpFXF5OTDqFcrGuko,spotify:track:6TbT0MpFXF5OTDqFcrGuko,https://api.spotify.com/v1/tracks/6TbT0MpFXF5OTDqFcrGuko,https://api.spotify.com/v1/audio-analysis/6TbT0MpFXF5OTDqFcrGuko,51613.0,4.0,"Bagatelle in C Major, Hess 57",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
521,0.161,0.0121,11.0,-39.102,0.0,0.0456,0.996,0.748,0.114,0.472,137.53,audio_features,3bl0uXgaUVDkHswqcHSoY4,spotify:track:3bl0uXgaUVDkHswqcHSoY4,https://api.spotify.com/v1/tracks/3bl0uXgaUVDkHswqcHSoY4,https://api.spotify.com/v1/audio-analysis/3bl0uXgaUVDkHswqcHSoY4,81693.0,3.0,"Piano Sonata No.14 In C Sharp Minor, Op.27 No.2 -: I. Adagio sostenuto",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
522,0.452,0.356,7.0,-19.106,1.0,0.0667,0.994,0.839,0.105,0.536,75.899,audio_features,5v0HwyGxDOIv56lV31hZKT,spotify:track:5v0HwyGxDOIv56lV31hZKT,https://api.spotify.com/v1/tracks/5v0HwyGxDOIv56lV31hZKT,https://api.spotify.com/v1/audio-analysis/5v0HwyGxDOIv56lV31hZKT,57973.0,4.0,"Finale in G Major, WoO 213, No. 2",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
532,0.357,0.145,2.0,-18.74,1.0,0.0372,0.921,0.177,0.0955,0.376,144.722,audio_features,1BizLvyTR08IRO7RbREXr9,spotify:track:1BizLvyTR08IRO7RbREXr9,https://api.spotify.com/v1/tracks/1BizLvyTR08IRO7RbREXr9,https://api.spotify.com/v1/audio-analysis/1BizLvyTR08IRO7RbREXr9,71613.0,4.0,"Symphony No. 2 in D Major, Op. 36: IV. Allegro molto",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
524,0.406,0.331,1.0,-16.896,0.0,0.035,0.992,0.827,0.171,0.547,115.594,audio_features,7tbmyxzwvqZUMROiUQlcf1,spotify:track:7tbmyxzwvqZUMROiUQlcf1,https://api.spotify.com/v1/tracks/7tbmyxzwvqZUMROiUQlcf1,https://api.spotify.com/v1/audio-analysis/7tbmyxzwvqZUMROiUQlcf1,49520.0,4.0,"Allegro in A-Flat Major, WoO 213, No. 3",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
531,0.443,0.00944,2.0,-26.549,0.0,0.0637,0.994,0.948,0.0799,0.143,79.06,audio_features,3lPWeet8TIZTl5KoTPbHZI,spotify:track:3lPWeet8TIZTl5KoTPbHZI,https://api.spotify.com/v1/tracks/3lPWeet8TIZTl5KoTPbHZI,https://api.spotify.com/v1/audio-analysis/3lPWeet8TIZTl5KoTPbHZI,65067.0,4.0,"24 Variations on ""Venni Amore"" in D Major, WoO 65: Variation XII",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
530,0.0773,0.0513,0.0,-21.236,1.0,0.0396,0.972,0.933,0.082,0.0364,80.675,audio_features,5WpZJsBgf0Ay6LmmI7IbPQ,spotify:track:5WpZJsBgf0Ay6LmmI7IbPQ,https://api.spotify.com/v1/tracks/5WpZJsBgf0Ay6LmmI7IbPQ,https://api.spotify.com/v1/audio-analysis/5WpZJsBgf0Ay6LmmI7IbPQ,78107.0,1.0,"String Quartet No. 15 in A Minor, Op. 132: III. Molto adagio",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
529,0.541,0.0473,2.0,-23.641,1.0,0.0517,0.991,0.894,0.133,0.751,76.868,audio_features,4kkJxOoc3M0I6TVIENDlIf,spotify:track:4kkJxOoc3M0I6TVIENDlIf,https://api.spotify.com/v1/tracks/4kkJxOoc3M0I6TVIENDlIf,https://api.spotify.com/v1/audio-analysis/4kkJxOoc3M0I6TVIENDlIf,106000.0,4.0,"11 Bagatelles, Op.119: 3. à l'Allemande",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
523,0.16,0.0401,0.0,-21.8,1.0,0.0404,0.963,0.866,0.0922,0.108,186.523,audio_features,1J15bOnqdwrbJ25RRRWCW3,spotify:track:1J15bOnqdwrbJ25RRRWCW3,https://api.spotify.com/v1/tracks/1J15bOnqdwrbJ25RRRWCW3,https://api.spotify.com/v1/audio-analysis/1J15bOnqdwrbJ25RRRWCW3,87760.0,3.0,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": II. Marcia funebre - Adagio assai",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
527,0.63,0.00175,0.0,-32.73,1.0,0.106,0.995,0.832,0.061,0.202,100.041,audio_features,4jktFq7lxGhjNP11pXtyKc,spotify:track:4jktFq7lxGhjNP11pXtyKc,https://api.spotify.com/v1/tracks/4jktFq7lxGhjNP11pXtyKc,https://api.spotify.com/v1/audio-analysis/4jktFq7lxGhjNP11pXtyKc,93613.0,4.0,"Piano Sonata No. 32 in C Minor, Op. 111: II. Arietta. Adagio molto semplice e cantabile",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
526,0.46,0.16,9.0,-24.059,1.0,0.0467,0.993,0.918,0.136,0.565,117.38,audio_features,3WpioaH5MPGlxkatGDBcyo,spotify:track:3WpioaH5MPGlxkatGDBcyo,https://api.spotify.com/v1/tracks/3WpioaH5MPGlxkatGDBcyo,https://api.spotify.com/v1/audio-analysis/3WpioaH5MPGlxkatGDBcyo,48827.0,3.0,"Piano Piece in A Major, Kafka f. 160r",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
525,0.419,0.0735,5.0,-17.706,1.0,0.0295,0.961,0.218,0.143,0.15,97.584,audio_features,3JTCtqETN4DYB7uGki0maZ,spotify:track:3JTCtqETN4DYB7uGki0maZ,https://api.spotify.com/v1/tracks/3JTCtqETN4DYB7uGki0maZ,https://api.spotify.com/v1/audio-analysis/3JTCtqETN4DYB7uGki0maZ,78920.0,4.0,"Symphony No. 6 in F Major, Op. 68: I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande: Allegro ma non troppo",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
528,0.529,0.206,0.0,-19.38,1.0,0.0564,0.99,0.878,0.106,0.915,169.139,audio_features,070zjsXU1EHyCX1TnA5p2y,spotify:track:070zjsXU1EHyCX1TnA5p2y,https://api.spotify.com/v1/tracks/070zjsXU1EHyCX1TnA5p2y,https://api.spotify.com/v1/audio-analysis/070zjsXU1EHyCX1TnA5p2y,32613.0,4.0,"Piano Piece in C Major, Kafka f. 47v - staves 5-8",Beethoven for cozy days,Beethoven for cozy days,2020-12-28,2J5W34DpXqe9ZDhZfEvB3r
501,0.571,0.201,7.0,-17.195,1.0,0.0352,0.976,0.934,0.159,0.538,107.201,audio_features,24vJc3EMsWZuY6wtI9Rebq,spotify:track:24vJc3EMsWZuY6wtI9Rebq,https://api.spotify.com/v1/tracks/24vJc3EMsWZuY6wtI9Rebq,https://api.spotify.com/v1/audio-analysis/24vJc3EMsWZuY6wtI9Rebq,73427.0,4.0,"Piano Concerto No. 3 in C Minor, Op. 37: III. Rondo. Allegro (Cadenza by Kempff)",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
494,0.224,0.332,2.0,-13.262,1.0,0.0333,0.79,0.822,0.0663,0.32,106.998,audio_features,2F0WgwIrfckVaj6BAa4QCF,spotify:track:2F0WgwIrfckVaj6BAa4QCF,https://api.spotify.com/v1/tracks/2F0WgwIrfckVaj6BAa4QCF,https://api.spotify.com/v1/audio-analysis/2F0WgwIrfckVaj6BAa4QCF,139000.0,4.0,"Symphony No.9 In D Minor, Op.125 - ""Choral"" - ""Europa Hymn"": Europa Hymn - Excerpt",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
495,0.466,0.447,2.0,-15.249,1.0,0.036,0.962,0.183,0.443,0.303,62.445,audio_features,725m9VHrvCKADq9dbM7r41,spotify:track:725m9VHrvCKADq9dbM7r41,https://api.spotify.com/v1/tracks/725m9VHrvCKADq9dbM7r41,https://api.spotify.com/v1/audio-analysis/725m9VHrvCKADq9dbM7r41,66987.0,4.0,"Symphony No. 9 in D Minor, Op. 125: Presto - ""O Freunde, nicht diese Töne!"" - Allegro assai",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
496,0.293,0.126,5.0,-17.562,1.0,0.0372,0.91,0.788,0.144,0.368,73.32,audio_features,69aqsZJ3sOv2eZJiLwaS4f,spotify:track:69aqsZJ3sOv2eZJiLwaS4f,https://api.spotify.com/v1/tracks/69aqsZJ3sOv2eZJiLwaS4f,https://api.spotify.com/v1/audio-analysis/69aqsZJ3sOv2eZJiLwaS4f,88907.0,4.0,"Symphony No. 4 in B-Flat Major, Op. 60: I. Adagio - Allegro vivace",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
497,0.259,0.157,2.0,-21.613,0.0,0.0408,0.986,0.948,0.186,0.596,67.328,audio_features,3AmjuHYdBGprpLrqhZNBiT,spotify:track:3AmjuHYdBGprpLrqhZNBiT,https://api.spotify.com/v1/tracks/3AmjuHYdBGprpLrqhZNBiT,https://api.spotify.com/v1/audio-analysis/3AmjuHYdBGprpLrqhZNBiT,78253.0,4.0,"Piano Concerto No. 1 in C Major, Op. 15: III. Rondo. Allegro scherzando (Cadenza by Kempff)",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
498,0.357,0.145,2.0,-18.74,1.0,0.0372,0.921,0.177,0.0955,0.376,144.722,audio_features,3iabf6ZgKoLkjR6wjRGOp1,spotify:track:3iabf6ZgKoLkjR6wjRGOp1,https://api.spotify.com/v1/tracks/3iabf6ZgKoLkjR6wjRGOp1,https://api.spotify.com/v1/audio-analysis/3iabf6ZgKoLkjR6wjRGOp1,71613.0,4.0,"Symphony No. 2 in D Major, Op. 36: IV. Allegro molto",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
499,0.504,0.094,5.0,-22.959,1.0,0.0319,0.963,0.93,0.121,0.404,82.673,audio_features,471sikLvoEihxjK2k5NF30,spotify:track:471sikLvoEihxjK2k5NF30,https://api.spotify.com/v1/tracks/471sikLvoEihxjK2k5NF30,https://api.spotify.com/v1/audio-analysis/471sikLvoEihxjK2k5NF30,86933.0,4.0,"Symphony No. 8 in F Major, Op. 93: II. Allegretto scherzando",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
500,0.468,0.224,5.0,-17.513,1.0,0.05,0.992,0.943,0.17,0.579,50.139,audio_features,7vDZRkBu4RoomfSzrtPn9D,spotify:track:7vDZRkBu4RoomfSzrtPn9D,https://api.spotify.com/v1/tracks/7vDZRkBu4RoomfSzrtPn9D,https://api.spotify.com/v1/audio-analysis/7vDZRkBu4RoomfSzrtPn9D,74947.0,4.0,"Piano Concerto No. 2 in B-Flat Major, Op. 19: III. Rondo. Molto allegro",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
502,0.426,0.298,7.0,-16.755,1.0,0.034,0.969,0.916,0.583,0.452,131.331,audio_features,0D36UBxFTcF9DLGFEQhOsG,spotify:track:0D36UBxFTcF9DLGFEQhOsG,https://api.spotify.com/v1/tracks/0D36UBxFTcF9DLGFEQhOsG,https://api.spotify.com/v1/audio-analysis/0D36UBxFTcF9DLGFEQhOsG,67147.0,4.0,"Piano Concerto No. 4 in G Major, Op. 58: III. Rondo. Vivace (Cadenza by Kempff)",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
503,0.301,0.0592,11.0,-23.286,1.0,0.0317,0.983,0.855,0.138,0.371,98.199,audio_features,0e6QhvX5lsolFuCd1wi4YT,spotify:track:0e6QhvX5lsolFuCd1wi4YT,https://api.spotify.com/v1/tracks/0e6QhvX5lsolFuCd1wi4YT,https://api.spotify.com/v1/audio-analysis/0e6QhvX5lsolFuCd1wi4YT,72960.0,4.0,"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco mosso",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
504,0.135,0.0855,7.0,-25.145,1.0,0.052,0.97,0.0687,0.14,0.0337,73.539,audio_features,0M3L357YLN0yCcICagzBwP,spotify:track:0M3L357YLN0yCcICagzBwP,https://api.spotify.com/v1/tracks/0M3L357YLN0yCcICagzBwP,https://api.spotify.com/v1/audio-analysis/0M3L357YLN0yCcICagzBwP,74653.0,3.0,"Violin Concerto in D Major, Op. 61: II. Larghetto",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
512,0.105,0.0362,9.0,-23.861,0.0,0.0405,0.937,0.858,0.1,0.0555,74.357,audio_features,3XxYo9N2lcXaNuLZ5DDi52,spotify:track:3XxYo9N2lcXaNuLZ5DDi52,https://api.spotify.com/v1/tracks/3XxYo9N2lcXaNuLZ5DDi52,https://api.spotify.com/v1/audio-analysis/3XxYo9N2lcXaNuLZ5DDi52,121200.0,4.0,"The Creatures of Prometheus, Op. 43: Introduzione. La Tempesta. Allegro non troppo",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
511,0.387,0.0755,0.0,-22.338,1.0,0.0484,0.933,0.916,0.107,0.205,76.002,audio_features,7l23ffkBooFDpvNlO0A5gu,spotify:track:7l23ffkBooFDpvNlO0A5gu,https://api.spotify.com/v1/tracks/7l23ffkBooFDpvNlO0A5gu,https://api.spotify.com/v1/audio-analysis/7l23ffkBooFDpvNlO0A5gu,292533.0,4.0,"The Creatures of Prometheus, Op. 43: Overtura. Adagio - Allegro molto con brio",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
510,0.195,0.219,7.0,-21.79,1.0,0.0386,0.939,0.0179,0.375,0.0707,100.303,audio_features,1JfdS3F4EWhmOor4xglQ2Z,spotify:track:1JfdS3F4EWhmOor4xglQ2Z,https://api.spotify.com/v1/tracks/1JfdS3F4EWhmOor4xglQ2Z,https://api.spotify.com/v1/audio-analysis/1JfdS3F4EWhmOor4xglQ2Z,95440.0,4.0,"Mass in D Major, Op. 123 ""Missa Solemnis"": Sanctus: Praeludium - Benedictus",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
509,0.216,0.147,8.0,-20.065,1.0,0.0406,0.966,0.948,0.321,0.0819,86.495,audio_features,7MZRAOOvZ8GPDgUAI1KztE,spotify:track:7MZRAOOvZ8GPDgUAI1KztE,https://api.spotify.com/v1/tracks/7MZRAOOvZ8GPDgUAI1KztE,https://api.spotify.com/v1/audio-analysis/7MZRAOOvZ8GPDgUAI1KztE,93600.0,4.0,"Triple Concerto in C Major, Op. 56: II. Largo",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
513,0.323,0.0161,0.0,-28.497,1.0,0.047,0.966,0.0248,0.074,0.185,83.536,audio_features,7uDzPowpCAqAHlu0XSxpYG,spotify:track:7uDzPowpCAqAHlu0XSxpYG,https://api.spotify.com/v1/tracks/7uDzPowpCAqAHlu0XSxpYG,https://api.spotify.com/v1/audio-analysis/7uDzPowpCAqAHlu0XSxpYG,188667.0,4.0,"The Creatures of Prometheus, Op. 43: No. 1 Poco Adagio",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
507,0.23,0.0783,5.0,-18.184,1.0,0.0362,0.974,0.534,0.119,0.186,86.618,audio_features,5r2Ck5mbiYoKm8QaKyCQPA,spotify:track:5r2Ck5mbiYoKm8QaKyCQPA,https://api.spotify.com/v1/tracks/5r2Ck5mbiYoKm8QaKyCQPA,https://api.spotify.com/v1/audio-analysis/5r2Ck5mbiYoKm8QaKyCQPA,85813.0,4.0,"Violin Sonata No. 9 in A Major, Op. 47: II. Andante con variazioni",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
506,0.328,0.107,0.0,-15.917,1.0,0.0371,0.983,0.498,0.074,0.629,134.818,audio_features,1xRKwPAxX2nEgL1hk7Vgwm,spotify:track:1xRKwPAxX2nEgL1hk7Vgwm,https://api.spotify.com/v1/tracks/1xRKwPAxX2nEgL1hk7Vgwm,https://api.spotify.com/v1/audio-analysis/1xRKwPAxX2nEgL1hk7Vgwm,84680.0,4.0,"Violin Sonata No. 5 in F Major, Op. 24 ""Spring"": I. Allegro",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
505,0.404,0.0554,2.0,-20.45,1.0,0.0429,0.904,0.268,0.0673,0.465,117.592,audio_features,0C7Jqy9vas0IMieiZefPim,spotify:track:0C7Jqy9vas0IMieiZefPim,https://api.spotify.com/v1/tracks/0C7Jqy9vas0IMieiZefPim,https://api.spotify.com/v1/audio-analysis/0C7Jqy9vas0IMieiZefPim,94293.0,3.0,"Violin Concerto in D Major, Op. 61: III. Rondo. Allegro",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
508,0.463,0.295,9.0,-15.681,1.0,0.0481,0.977,0.935,0.0651,0.608,171.44,audio_features,142N6ndKZoVYRpQvKtxMeM,spotify:track:142N6ndKZoVYRpQvKtxMeM,https://api.spotify.com/v1/tracks/142N6ndKZoVYRpQvKtxMeM,https://api.spotify.com/v1/audio-analysis/142N6ndKZoVYRpQvKtxMeM,74400.0,4.0,"Violin Sonata No. 9 in A Major, Op. 47: III. Finale. Presto",Ode to joy - Happy 2021!,Ode to joy - Happy 2021!,2020-12-30,1a4oLnoMka0CdqGrFxicYm
481,0.313,0.265,2.0,-19.621,1.0,0.042,0.991,0.883,0.123,0.252,155.23,audio_features,7e063142RBm3mgMSaNZi3S,spotify:track:7e063142RBm3mgMSaNZi3S,https://api.spotify.com/v1/tracks/7e063142RBm3mgMSaNZi3S,https://api.spotify.com/v1/audio-analysis/7e063142RBm3mgMSaNZi3S,390300.0,4.0,"Piano Sonata No. 7 in D Major, Op. 10 No. 3: I. Presto","Beethoven: Piano Sonatas Nos. 7, 8 & 32","Beethoven: Piano Sonatas Nos. 7, 8 & 32",2021-01-01,2IurSyuKRPJHKpgn46PM0Z
474,0.209,0.0756,5.0,-18.44,0.0,0.0417,0.933,0.776,0.154,0.0454,82.555,audio_features,4zrF6qKu0BDhyOnuyWDT9M,spotify:track:4zrF6qKu0BDhyOnuyWDT9M,https://api.spotify.com/v1/tracks/4zrF6qKu0BDhyOnuyWDT9M,https://api.spotify.com/v1/audio-analysis/4zrF6qKu0BDhyOnuyWDT9M,548773.0,4.0,"Egmont, Op. 84: Overture",Beethoven: Orchestral Works,Beethoven: Orchestral Works,2021-01-01,4xlG2LocjybTN5Hsz9yloP
475,0.335,0.0216,7.0,-23.381,1.0,0.0434,0.968,0.0562,0.111,0.158,112.093,audio_features,0riTQvFIX1jGWYR2M5Fvhn,spotify:track:0riTQvFIX1jGWYR2M5Fvhn,https://api.spotify.com/v1/tracks/0riTQvFIX1jGWYR2M5Fvhn,https://api.spotify.com/v1/audio-analysis/0riTQvFIX1jGWYR2M5Fvhn,428120.0,4.0,"Romance No. 1 in G Major, Op. 40",Beethoven: Orchestral Works,Beethoven: Orchestral Works,2021-01-01,4xlG2LocjybTN5Hsz9yloP
476,0.288,0.045,5.0,-22.346,1.0,0.0408,0.934,0.0156,0.22,0.188,98.595,audio_features,62fEwTSLX109zUd99RXqT7,spotify:track:62fEwTSLX109zUd99RXqT7,https://api.spotify.com/v1/tracks/62fEwTSLX109zUd99RXqT7,https://api.spotify.com/v1/audio-analysis/62fEwTSLX109zUd99RXqT7,534293.0,4.0,"Romance No. 2 in F Major, Op. 50",Beethoven: Orchestral Works,Beethoven: Orchestral Works,2021-01-01,4xlG2LocjybTN5Hsz9yloP
477,0.313,0.119,0.0,-19.076,0.0,0.0385,0.951,0.858,0.0717,0.137,91.751,audio_features,5MN7VEAZlOnshtNnnuGBoc,spotify:track:5MN7VEAZlOnshtNnnuGBoc,https://api.spotify.com/v1/tracks/5MN7VEAZlOnshtNnnuGBoc,https://api.spotify.com/v1/audio-analysis/5MN7VEAZlOnshtNnnuGBoc,465347.0,4.0,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",Beethoven: Orchestral Works,Beethoven: Orchestral Works,2021-01-01,4xlG2LocjybTN5Hsz9yloP
478,0.129,0.0221,8.0,-22.122,1.0,0.043,0.957,0.688,0.0683,0.0598,80.387,audio_features,6j36jI8V2xSpPavJLjvdWG,spotify:track:6j36jI8V2xSpPavJLjvdWG,https://api.spotify.com/v1/tracks/6j36jI8V2xSpPavJLjvdWG,https://api.spotify.com/v1/audio-analysis/6j36jI8V2xSpPavJLjvdWG,579413.0,3.0,"Symphony No. 5 in C Minor, Op. 67: II. Andante con moto",Beethoven: Orchestral Works,Beethoven: Orchestral Works,2021-01-01,4xlG2LocjybTN5Hsz9yloP
479,0.333,0.0411,0.0,-23.674,1.0,0.0393,0.928,0.622,0.224,0.147,112.355,audio_features,7HCmoIN2hqXFZsnJ9SbQE4,spotify:track:7HCmoIN2hqXFZsnJ9SbQE4,https://api.spotify.com/v1/tracks/7HCmoIN2hqXFZsnJ9SbQE4,https://api.spotify.com/v1/audio-analysis/7HCmoIN2hqXFZsnJ9SbQE4,323147.0,3.0,"Symphony No. 5 in C Minor, Op. 67: III. Scherzo. Allegro",Beethoven: Orchestral Works,Beethoven: Orchestral Works,2021-01-01,4xlG2LocjybTN5Hsz9yloP
480,0.288,0.265,0.0,-15.872,1.0,0.0361,0.898,0.784,0.111,0.249,75.183,audio_features,40i26AUmgh5NG6G0wzOjpj,spotify:track:40i26AUmgh5NG6G0wzOjpj,https://api.spotify.com/v1/tracks/40i26AUmgh5NG6G0wzOjpj,https://api.spotify.com/v1/audio-analysis/40i26AUmgh5NG6G0wzOjpj,733427.0,4.0,"Symphony No. 5 in C Minor, Op. 67: IV. Allegro",Beethoven: Orchestral Works,Beethoven: Orchestral Works,2021-01-01,4xlG2LocjybTN5Hsz9yloP
