,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,album_name,short_album_name,release_date,album_id
284,0.252,0.183,2.0,-15.181,0.0,0.0357,0.929,0.698,0.128,0.15,82.128,audio_features,4wgYgVptqAzVYNypnVG6Kk,spotify:track:4wgYgVptqAzVYNypnVG6Kk,https://api.spotify.com/v1/tracks/4wgYgVptqAzVYNypnVG6Kk,https://api.spotify.com/v1/audio-analysis/4wgYgVptqAzVYNypnVG6Kk,97227.0,4.0,"The Creatures Of Prometheus, Op. 43: 2. Adagio - Allegro con brio",Beethoven: Symphony No. 7 - The Creatures of Prometheus,Beethoven: Symphony No. 7 - The Creatures of Prometheus,2021-02-19,2qUi1QsocCLCJ8Hnr1Hz5L
285,0.366,0.132,0.0,-17.785,1.0,0.0406,0.94,0.602,0.0793,0.203,116.722,audio_features,2Csc13PpJSJk4ddOD5sr2J,spotify:track:2Csc13PpJSJk4ddOD5sr2J,https://api.spotify.com/v1/tracks/2Csc13PpJSJk4ddOD5sr2J,https://api.spotify.com/v1/audio-analysis/2Csc13PpJSJk4ddOD5sr2J,120293.0,3.0,"The Creatures Of Prometheus, Op. 43: 3. Allegro vivace",Beethoven: Symphony No. 7 - The Creatures of Prometheus,Beethoven: Symphony No. 7 - The Creatures of Prometheus,2021-02-19,2qUi1QsocCLCJ8Hnr1Hz5L
286,0.418,0.00395,7.0,-23.806,1.0,0.0649,0.746,6.4e-05,0.113,0.208,102.802,audio_features,0iBPeA6BsncaP2az2fSD2Q,spotify:track:0iBPeA6BsncaP2az2fSD2Q,https://api.spotify.com/v1/tracks/0iBPeA6BsncaP2az2fSD2Q,https://api.spotify.com/v1/audio-analysis/0iBPeA6BsncaP2az2fSD2Q,80227.0,4.0,"The Creatures Of Prometheus, Op. 43: 4. Maestoso - Andante",Beethoven: Symphony No. 7 - The Creatures of Prometheus,Beethoven: Symphony No. 7 - The Creatures of Prometheus,2021-02-19,2qUi1QsocCLCJ8Hnr1Hz5L
287,0.277,0.0375,10.0,-23.081,1.0,0.0343,0.975,0.587,0.087,0.0752,134.155,audio_features,7vxKa1V05ZYKDjRcy75cBL,spotify:track:7vxKa1V05ZYKDjRcy75cBL,https://api.spotify.com/v1/tracks/7vxKa1V05ZYKDjRcy75cBL,https://api.spotify.com/v1/audio-analysis/7vxKa1V05ZYKDjRcy75cBL,418827.0,3.0,"The Creatures Of Prometheus, Op. 43: 5. Adagio - Andante quasi allegretto",Beethoven: Symphony No. 7 - The Creatures of Prometheus,Beethoven: Symphony No. 7 - The Creatures of Prometheus,2021-02-19,2qUi1QsocCLCJ8Hnr1Hz5L
289,0.275,0.118,7.0,-15.786,1.0,0.0355,0.909,0.815,0.32,0.109,81.523,audio_features,1sDXd9LriDDhxN2KK3RYXL,spotify:track:1sDXd9LriDDhxN2KK3RYXL,https://api.spotify.com/v1/tracks/1sDXd9LriDDhxN2KK3RYXL,https://api.spotify.com/v1/audio-analysis/1sDXd9LriDDhxN2KK3RYXL,230587.0,4.0,"The Creatures Of Prometheus, Op. 43: 7. Grave",Beethoven: Symphony No. 7 - The Creatures of Prometheus,Beethoven: Symphony No. 7 - The Creatures of Prometheus,2021-02-19,2qUi1QsocCLCJ8Hnr1Hz5L
290,0.445,0.372,2.0,-12.937,1.0,0.0544,0.907,0.884,0.114,0.287,77.329,audio_features,63QUui7XXNe3uIFimHaxLP,spotify:track:63QUui7XXNe3uIFimHaxLP,https://api.spotify.com/v1/tracks/63QUui7XXNe3uIFimHaxLP,https://api.spotify.com/v1/audio-analysis/63QUui7XXNe3uIFimHaxLP,398573.0,4.0,"The Creatures Of Prometheus, Op. 43: 8. Marcia. Allegro con brio - Presto",Beethoven: Symphony No. 7 - The Creatures of Prometheus,Beethoven: Symphony No. 7 - The Creatures of Prometheus,2021-02-19,2qUi1QsocCLCJ8Hnr1Hz5L
291,0.241,0.0785,7.0,-19.528,0.0,0.0407,0.936,0.332,0.104,0.102,174.136,audio_features,7ehf1UwpNX24Lp6nisza90,spotify:track:7ehf1UwpNX24Lp6nisza90,https://api.spotify.com/v1/tracks/7ehf1UwpNX24Lp6nisza90,https://api.spotify.com/v1/audio-analysis/7ehf1UwpNX24Lp6nisza90,212507.0,4.0,"The Creatures Of Prometheus, Op. 43: 9. Adagio - Allegro molto",Beethoven: Symphony No. 7 - The Creatures of Prometheus,Beethoven: Symphony No. 7 - The Creatures of Prometheus,2021-02-19,2qUi1QsocCLCJ8Hnr1Hz5L
292,0.435,0.188,7.0,-15.744,1.0,0.036,0.95,0.879,0.109,0.266,120.063,audio_features,7iqZE8V78HauQYwDE8C1A4,spotify:track:7iqZE8V78HauQYwDE8C1A4,https://api.spotify.com/v1/tracks/7iqZE8V78HauQYwDE8C1A4,https://api.spotify.com/v1/audio-analysis/7iqZE8V78HauQYwDE8C1A4,158053.0,3.0,"The Creatures Of Prometheus, Op. 43: 10. Pastorale. Allegro",Beethoven: Symphony No. 7 - The Creatures of Prometheus,Beethoven: Symphony No. 7 - The Creatures of Prometheus,2021-02-19,2qUi1QsocCLCJ8Hnr1Hz5L
294,0.297,0.211,0.0,-15.721,1.0,0.05,0.896,0.808,0.167,0.194,66.089,audio_features,5b6Pl03gzXcKVYWACx7TON,spotify:track:5b6Pl03gzXcKVYWACx7TON,https://api.spotify.com/v1/tracks/5b6Pl03gzXcKVYWACx7TON,https://api.spotify.com/v1/audio-analysis/5b6Pl03gzXcKVYWACx7TON,172373.0,4.0,"The Creatures Of Prometheus, Op. 43: 12. Solo di Gioja. Maestoso - Adagio - Allegro",Beethoven: Symphony No. 7 - The Creatures of Prometheus,Beethoven: Symphony No. 7 - The Creatures of Prometheus,2021-02-19,2qUi1QsocCLCJ8Hnr1Hz5L
295,0.468,0.338,9.0,-13.839,1.0,0.0616,0.802,0.705,0.151,0.204,113.281,audio_features,1NgfvQKOa38X1tW51etV6J,spotify:track:1NgfvQKOa38X1tW51etV6J,https://api.spotify.com/v1/tracks/1NgfvQKOa38X1tW51etV6J,https://api.spotify.com/v1/audio-analysis/1NgfvQKOa38X1tW51etV6J,244893.0,4.0,"The Creatures Of Prometheus, Op. 43: 13. Terzettino - Grotteschi. Allegro - Comodo",Beethoven: Symphony No. 7 - The Creatures of Prometheus,Beethoven: Symphony No. 7 - The Creatures of Prometheus,2021-02-19,2qUi1QsocCLCJ8Hnr1Hz5L
296,0.293,0.052,0.0,-21.937,1.0,0.0373,0.923,0.752,0.115,0.0481,108.672,audio_features,1ybJhYXRHoTHKnCwlmvflv,spotify:track:1ybJhYXRHoTHKnCwlmvflv,https://api.spotify.com/v1/tracks/1ybJhYXRHoTHKnCwlmvflv,https://api.spotify.com/v1/audio-analysis/1ybJhYXRHoTHKnCwlmvflv,317640.0,4.0,"The Creatures Of Prometheus, Op. 43: 14. Solo della Signora Cassentini. Andante - Adagio - Allegro - Allegretto",Beethoven: Symphony No. 7 - The Creatures of Prometheus,Beethoven: Symphony No. 7 - The Creatures of Prometheus,2021-02-19,2qUi1QsocCLCJ8Hnr1Hz5L
282,0.224,0.109,0.0,-14.68,0.0,0.0357,0.939,0.917,0.103,0.0841,131.031,audio_features,2fklZFOGPRnDH7Vuz9g4Si,spotify:track:2fklZFOGPRnDH7Vuz9g4Si,https://api.spotify.com/v1/tracks/2fklZFOGPRnDH7Vuz9g4Si,https://api.spotify.com/v1/audio-analysis/2fklZFOGPRnDH7Vuz9g4Si,121027.0,4.0,"The Creatures Of Prometheus, Op. 43: Introduction ""La Tempesta"". Allegro non troppo",Beethoven: Symphony No. 7 - The Creatures of Prometheus,Beethoven: Symphony No. 7 - The Creatures of Prometheus,2021-02-19,2qUi1QsocCLCJ8Hnr1Hz5L
293,0.539,0.218,7.0,-16.373,1.0,0.118,0.841,0.993,0.224,0.812,50.443,audio_features,0zOOIvqnK8y21ewYYJPfJu,spotify:track:0zOOIvqnK8y21ewYYJPfJu,https://api.spotify.com/v1/tracks/0zOOIvqnK8y21ewYYJPfJu,https://api.spotify.com/v1/audio-analysis/0zOOIvqnK8y21ewYYJPfJu,20640.0,4.0,"The Creatures Of Prometheus, Op. 43: 11. Coro di Gioja. Andante",Beethoven: Symphony No. 7 - The Creatures of Prometheus,Beethoven: Symphony No. 7 - The Creatures of Prometheus,2021-02-19,2qUi1QsocCLCJ8Hnr1Hz5L
267,0.467,0.124,2.0,-24.861,1.0,0.0401,0.952,0.851,0.0942,0.554,144.201,audio_features,0aXqKlntTDuyvRDYwTWqoZ,spotify:track:0aXqKlntTDuyvRDYwTWqoZ,https://api.spotify.com/v1/tracks/0aXqKlntTDuyvRDYwTWqoZ,https://api.spotify.com/v1/audio-analysis/0aXqKlntTDuyvRDYwTWqoZ,233453.0,3.0,"Trio for piano, violin and cello after the Symphony No. 2 in D Major, Op. 36: III. Scherzo. Trio","Beethoven: Triple Concerto, Op. 56 & Trio, Op. 36","Beethoven: Triple Concerto, Op. 56 & Trio, Op. 36",2021-02-26,7o6S1kDVTO31e278OJdtwH
268,0.36,0.159,2.0,-21.204,1.0,0.0415,0.919,0.745,0.105,0.366,141.279,audio_features,21m8SDKKzu4C142f9BRwwF,spotify:track:21m8SDKKzu4C142f9BRwwF,https://api.spotify.com/v1/tracks/21m8SDKKzu4C142f9BRwwF,https://api.spotify.com/v1/audio-analysis/21m8SDKKzu4C142f9BRwwF,384333.0,4.0,"Trio for piano, violin and cello after the Symphony No. 2 in D Major, Op. 36: IV. Allegro molto","Beethoven: Triple Concerto, Op. 56 & Trio, Op. 36","Beethoven: Triple Concerto, Op. 56 & Trio, Op. 36",2021-02-26,7o6S1kDVTO31e278OJdtwH
266,0.352,0.0331,4.0,-25.532,1.0,0.0314,0.961,0.681,0.056,0.102,90.216,audio_features,1lVXZOtQxvd7zTJX9NtBfr,spotify:track:1lVXZOtQxvd7zTJX9NtBfr,https://api.spotify.com/v1/tracks/1lVXZOtQxvd7zTJX9NtBfr,https://api.spotify.com/v1/audio-analysis/1lVXZOtQxvd7zTJX9NtBfr,585880.0,4.0,"Trio for piano, violin and cello after the Symphony No. 2 in D Major, Op. 36: II. Larghetto quasi andante","Beethoven: Triple Concerto, Op. 56 & Trio, Op. 36","Beethoven: Triple Concerto, Op. 56 & Trio, Op. 36",2021-02-26,7o6S1kDVTO31e278OJdtwH
264,0.319,0.158,7.0,-22.171,1.0,0.0479,0.95,0.714,0.116,0.129,103.795,audio_features,6mMGAsxMF3KDPQoqLtT4mi,spotify:track:6mMGAsxMF3KDPQoqLtT4mi,https://api.spotify.com/v1/tracks/6mMGAsxMF3KDPQoqLtT4mi,https://api.spotify.com/v1/audio-analysis/6mMGAsxMF3KDPQoqLtT4mi,781573.0,3.0,"Triple Concerto in C Major, Op. 56: III. Rondo alla Polacca","Beethoven: Triple Concerto, Op. 56 & Trio, Op. 36","Beethoven: Triple Concerto, Op. 56 & Trio, Op. 36",2021-02-26,7o6S1kDVTO31e278OJdtwH
265,0.377,0.188,2.0,-21.166,1.0,0.0466,0.939,0.817,0.12,0.132,92.383,audio_features,3CYV167EfcSexN0yaIW8u8,spotify:track:3CYV167EfcSexN0yaIW8u8,https://api.spotify.com/v1/tracks/3CYV167EfcSexN0yaIW8u8,https://api.spotify.com/v1/audio-analysis/3CYV167EfcSexN0yaIW8u8,744427.0,4.0,"Trio for piano, violin and cello after the Symphony No. 2 in D Major, Op. 36: I. Adagio. Allegro con brio","Beethoven: Triple Concerto, Op. 56 & Trio, Op. 36","Beethoven: Triple Concerto, Op. 56 & Trio, Op. 36",2021-02-26,7o6S1kDVTO31e278OJdtwH
234,0.457,0.0314,4.0,-24.592,1.0,0.0387,0.977,0.906,0.141,0.103,126.066,audio_features,69Ana0OyVBKAcJ8JUY8Nyg,spotify:track:69Ana0OyVBKAcJ8JUY8Nyg,https://api.spotify.com/v1/tracks/69Ana0OyVBKAcJ8JUY8Nyg,https://api.spotify.com/v1/audio-analysis/69Ana0OyVBKAcJ8JUY8Nyg,215867.0,4.0,"Sonata No. 30 in E Major, Op. 109 : I. Vivace - Adagio Espressivo",Beethoven's Late Three Piano Sonatas,Beethoven's Late Three Piano Sonatas,2021-02-26,0D8nODB5NQpzVfPJILkNVE
235,0.335,0.122,0.0,-20.332,1.0,0.0339,0.976,0.901,0.196,0.339,76.481,audio_features,7kWYRAMHsoTaaUCYZuhaIJ,spotify:track:7kWYRAMHsoTaaUCYZuhaIJ,https://api.spotify.com/v1/tracks/7kWYRAMHsoTaaUCYZuhaIJ,https://api.spotify.com/v1/audio-analysis/7kWYRAMHsoTaaUCYZuhaIJ,149973.0,4.0,"Sonata No. 30 in E Major, Op. 109 : II. Prestissimo",Beethoven's Late Three Piano Sonatas,Beethoven's Late Three Piano Sonatas,2021-02-26,0D8nODB5NQpzVfPJILkNVE
236,0.418,0.0534,4.0,-24.536,1.0,0.0418,0.982,0.919,0.0859,0.0568,70.009,audio_features,6ZOyxA8lEIKcMqDt7S7VF2,spotify:track:6ZOyxA8lEIKcMqDt7S7VF2,https://api.spotify.com/v1/tracks/6ZOyxA8lEIKcMqDt7S7VF2,https://api.spotify.com/v1/audio-analysis/6ZOyxA8lEIKcMqDt7S7VF2,714547.0,4.0,"Sonata No. 30 in E Major, Op. 109 : III. Andante Molto Cantabile E Espressivo",Beethoven's Late Three Piano Sonatas,Beethoven's Late Three Piano Sonatas,2021-02-26,0D8nODB5NQpzVfPJILkNVE
237,0.33,0.0437,8.0,-26.776,1.0,0.0431,0.967,0.87,0.0998,0.0962,63.974,audio_features,7nHiRn0I2YKmJdOc0hktmE,spotify:track:7nHiRn0I2YKmJdOc0hktmE,https://api.spotify.com/v1/tracks/7nHiRn0I2YKmJdOc0hktmE,https://api.spotify.com/v1/audio-analysis/7nHiRn0I2YKmJdOc0hktmE,364173.0,4.0,"Sonata No. 31 in A-Flat Major, Op. 110 : I. Moderato Cantabile Molto Espressivo",Beethoven's Late Three Piano Sonatas,Beethoven's Late Three Piano Sonatas,2021-02-26,0D8nODB5NQpzVfPJILkNVE
238,0.48,0.14,1.0,-20.017,1.0,0.0502,0.979,0.879,0.16,0.603,132.622,audio_features,3KVkauwtwanaZM5bu5s4rX,spotify:track:3KVkauwtwanaZM5bu5s4rX,https://api.spotify.com/v1/tracks/3KVkauwtwanaZM5bu5s4rX,https://api.spotify.com/v1/audio-analysis/3KVkauwtwanaZM5bu5s4rX,123720.0,4.0,"Sonata No. 31 in A-Flat Major, Op. 110 : II. Allegro Molto",Beethoven's Late Three Piano Sonatas,Beethoven's Late Three Piano Sonatas,2021-02-26,0D8nODB5NQpzVfPJILkNVE
239,0.386,0.0327,8.0,-24.575,1.0,0.0485,0.986,0.877,0.108,0.0389,126.608,audio_features,3eLJ4jr0ZuoQoHppXO9SF2,spotify:track:3eLJ4jr0ZuoQoHppXO9SF2,https://api.spotify.com/v1/tracks/3eLJ4jr0ZuoQoHppXO9SF2,https://api.spotify.com/v1/audio-analysis/3eLJ4jr0ZuoQoHppXO9SF2,608840.0,4.0,"Sonata No. 31 in A-Flat Major, Op. 110 : III. Adagio Ma Non Troppo - Fuga Allegro Ma non Troppo",Beethoven's Late Three Piano Sonatas,Beethoven's Late Three Piano Sonatas,2021-02-26,0D8nODB5NQpzVfPJILkNVE
240,0.426,0.178,5.0,-19.812,0.0,0.0467,0.968,0.852,0.0872,0.268,135.97,audio_features,4CvVzbzieSSKMtqCYwhdUb,spotify:track:4CvVzbzieSSKMtqCYwhdUb,https://api.spotify.com/v1/tracks/4CvVzbzieSSKMtqCYwhdUb,https://api.spotify.com/v1/audio-analysis/4CvVzbzieSSKMtqCYwhdUb,530787.0,3.0,"Sonata No. 32 in C Minor, Op. 111 : I. Maestoso - Allegro Con Brio Ed Appassionato",Beethoven's Late Three Piano Sonatas,Beethoven's Late Three Piano Sonatas,2021-02-26,0D8nODB5NQpzVfPJILkNVE
241,0.261,0.0643,0.0,-24.572,1.0,0.0459,0.969,0.9,0.0809,0.0397,66.56,audio_features,0U5PY6JixJh5dMgc3YUbV7,spotify:track:0U5PY6JixJh5dMgc3YUbV7,https://api.spotify.com/v1/tracks/0U5PY6JixJh5dMgc3YUbV7,https://api.spotify.com/v1/audio-analysis/0U5PY6JixJh5dMgc3YUbV7,991213.0,4.0,"Sonata No. 32 in C Minor, Op. 111 : II. Arietta Adagio Molto Semplice E Cantabile",Beethoven's Late Three Piano Sonatas,Beethoven's Late Three Piano Sonatas,2021-02-26,0D8nODB5NQpzVfPJILkNVE
242,0.329,0.0544,0.0,-21.995,1.0,0.035,0.949,0.846,0.09,0.254,108.656,audio_features,3CTjuL7x3WcMGYMALFyJxT,spotify:track:3CTjuL7x3WcMGYMALFyJxT,https://api.spotify.com/v1/tracks/3CTjuL7x3WcMGYMALFyJxT,https://api.spotify.com/v1/audio-analysis/3CTjuL7x3WcMGYMALFyJxT,508067.0,4.0,"Symphony No. 1 in C Major, Op. 21: I. Adagio molto - Allegro con brio","Beethoven: Symphonies No. 1 & 7 (Complete Symphonies, Vol. 1)",Beethoven: Symphonies No. 1 & 7,2021-02-26,4m9YGN8rW72fJmV3vMFGMM
243,0.338,0.0119,0.0,-26.98,1.0,0.0429,0.956,0.0145,0.147,0.111,114.048,audio_features,1i1UzfuNjhRZE9GZvXPW6S,spotify:track:1i1UzfuNjhRZE9GZvXPW6S,https://api.spotify.com/v1/tracks/1i1UzfuNjhRZE9GZvXPW6S,https://api.spotify.com/v1/audio-analysis/1i1UzfuNjhRZE9GZvXPW6S,415613.0,3.0,"Symphony No. 1 in C Major, Op. 21: II. Andante cantabile con moto","Beethoven: Symphonies No. 1 & 7 (Complete Symphonies, Vol. 1)",Beethoven: Symphonies No. 1 & 7,2021-02-26,4m9YGN8rW72fJmV3vMFGMM
244,0.488,0.0818,0.0,-21.942,1.0,0.0788,0.946,0.164,0.69,0.269,81.967,audio_features,6373KLsCkYGY6T3nD3k6XW,spotify:track:6373KLsCkYGY6T3nD3k6XW,https://api.spotify.com/v1/tracks/6373KLsCkYGY6T3nD3k6XW,https://api.spotify.com/v1/audio-analysis/6373KLsCkYGY6T3nD3k6XW,200867.0,4.0,"Symphony No. 1 in C Major, Op. 21: III. Menuetto (Allegro molto e vivace)","Beethoven: Symphonies No. 1 & 7 (Complete Symphonies, Vol. 1)",Beethoven: Symphonies No. 1 & 7,2021-02-26,4m9YGN8rW72fJmV3vMFGMM
245,0.432,0.125,0.0,-20.733,1.0,0.0491,0.884,0.342,0.116,0.36,81.974,audio_features,5WlQ1znnczSE9Cv4QT6cbz,spotify:track:5WlQ1znnczSE9Cv4QT6cbz,https://api.spotify.com/v1/tracks/5WlQ1znnczSE9Cv4QT6cbz,https://api.spotify.com/v1/audio-analysis/5WlQ1znnczSE9Cv4QT6cbz,321573.0,4.0,"Symphony No. 1 in C Major, Op. 21: IV. Finale (Adagio - Allegro molto e vivace)","Beethoven: Symphonies No. 1 & 7 (Complete Symphonies, Vol. 1)",Beethoven: Symphonies No. 1 & 7,2021-02-26,4m9YGN8rW72fJmV3vMFGMM
246,0.338,0.105,9.0,-19.168,1.0,0.0395,0.956,0.734,0.163,0.117,101.18,audio_features,48imijzuti5IrSKCbWBa2f,spotify:track:48imijzuti5IrSKCbWBa2f,https://api.spotify.com/v1/tracks/48imijzuti5IrSKCbWBa2f,https://api.spotify.com/v1/audio-analysis/48imijzuti5IrSKCbWBa2f,823920.0,4.0,"Symphony No. 7 in A Major, Op. 92: I. Poco sostenuto - Vivace","Beethoven: Symphonies No. 1 & 7 (Complete Symphonies, Vol. 1)",Beethoven: Symphonies No. 1 & 7,2021-02-26,4m9YGN8rW72fJmV3vMFGMM
248,0.236,0.0663,2.0,-21.377,1.0,0.0457,0.96,0.575,0.218,0.216,65.608,audio_features,3qliREY8Osh4jWvV4wMOQZ,spotify:track:3qliREY8Osh4jWvV4wMOQZ,https://api.spotify.com/v1/tracks/3qliREY8Osh4jWvV4wMOQZ,https://api.spotify.com/v1/audio-analysis/3qliREY8Osh4jWvV4wMOQZ,505253.0,4.0,"Symphony No. 7 in A Major, Op. 92: III. Presto","Beethoven: Symphonies No. 1 & 7 (Complete Symphonies, Vol. 1)",Beethoven: Symphonies No. 1 & 7,2021-02-26,4m9YGN8rW72fJmV3vMFGMM
247,0.238,0.0118,4.0,-26.381,0.0,0.0402,0.956,0.132,0.0633,0.0719,69.502,audio_features,0OgnrUqhIOvjvHKtlnwtYa,spotify:track:0OgnrUqhIOvjvHKtlnwtYa,https://api.spotify.com/v1/tracks/0OgnrUqhIOvjvHKtlnwtYa,https://api.spotify.com/v1/audio-analysis/0OgnrUqhIOvjvHKtlnwtYa,470093.0,4.0,"Symphony No. 7 in A Major, Op. 92: II. Allegretto","Beethoven: Symphonies No. 1 & 7 (Complete Symphonies, Vol. 1)",Beethoven: Symphonies No. 1 & 7,2021-02-26,4m9YGN8rW72fJmV3vMFGMM
258,0.323,0.127,0.0,-15.897,0.0,0.0466,0.95,0.871,0.146,0.273,84.13,audio_features,3oIBm5twMuUc64Tg4NoI1I,spotify:track:3oIBm5twMuUc64Tg4NoI1I,https://api.spotify.com/v1/tracks/3oIBm5twMuUc64Tg4NoI1I,https://api.spotify.com/v1/audio-analysis/3oIBm5twMuUc64Tg4NoI1I,430200.0,4.0,"String Trio in C Minor, Op. 9 No. 3: I. Allegro con spirito (C Minor)","Beethoven: Trios à cordes, Op. 9","Beethoven: Trios à cordes, Op. 9",2021-02-26,6sfnzgKvWsoAwDzkJCtnUa
250,0.377,0.129,7.0,-15.382,1.0,0.046,0.961,0.728,0.335,0.285,76.216,audio_features,0HyPNP06o07hTd40PA0i8i,spotify:track:0HyPNP06o07hTd40PA0i8i,https://api.spotify.com/v1/tracks/0HyPNP06o07hTd40PA0i8i,https://api.spotify.com/v1/audio-analysis/0HyPNP06o07hTd40PA0i8i,566240.0,4.0,"String Trio in G Major, Op. 9 No. 1: I. Adagio - Allegro con brio (G Major)","Beethoven: Trios à cordes, Op. 9","Beethoven: Trios à cordes, Op. 9",2021-02-26,6sfnzgKvWsoAwDzkJCtnUa
251,0.278,0.0354,4.0,-22.546,1.0,0.0472,0.96,0.834,0.11,0.0697,117.002,audio_features,6J3RzM8UFmE4ytOMn8Aa1q,spotify:track:6J3RzM8UFmE4ytOMn8Aa1q,https://api.spotify.com/v1/tracks/6J3RzM8UFmE4ytOMn8Aa1q,https://api.spotify.com/v1/audio-analysis/6J3RzM8UFmE4ytOMn8Aa1q,445173.0,3.0,"String Trio in G Major, Op. 9 No. 1: II. Adagio ma non tanto e cantabile (E Major)","Beethoven: Trios à cordes, Op. 9","Beethoven: Trios à cordes, Op. 9",2021-02-26,6sfnzgKvWsoAwDzkJCtnUa
252,0.531,0.146,7.0,-17.244,1.0,0.0449,0.974,0.899,0.199,0.466,113.211,audio_features,2xPda30eofbFzboR4pWt8A,spotify:track:2xPda30eofbFzboR4pWt8A,https://api.spotify.com/v1/tracks/2xPda30eofbFzboR4pWt8A,https://api.spotify.com/v1/audio-analysis/2xPda30eofbFzboR4pWt8A,283373.0,4.0,"String Trio in G Major, Op. 9 No. 1: III. Scherzo. Allegro (G Major) - Trio (C Major)","Beethoven: Trios à cordes, Op. 9","Beethoven: Trios à cordes, Op. 9",2021-02-26,6sfnzgKvWsoAwDzkJCtnUa
253,0.393,0.36,7.0,-13.566,1.0,0.0366,0.944,0.883,0.128,0.524,144.071,audio_features,5PYm9bzHYr1htei6yIh4hV,spotify:track:5PYm9bzHYr1htei6yIh4hV,https://api.spotify.com/v1/tracks/5PYm9bzHYr1htei6yIh4hV,https://api.spotify.com/v1/audio-analysis/5PYm9bzHYr1htei6yIh4hV,303653.0,4.0,"String Trio in G Major, Op. 9 No. 1: IV. Presto (G Major)","Beethoven: Trios à cordes, Op. 9","Beethoven: Trios à cordes, Op. 9",2021-02-26,6sfnzgKvWsoAwDzkJCtnUa
254,0.463,0.167,9.0,-16.372,1.0,0.0433,0.965,0.871,0.113,0.327,122.595,audio_features,6UFq9oJu0Gv6UKsX39lTnE,spotify:track:6UFq9oJu0Gv6UKsX39lTnE,https://api.spotify.com/v1/tracks/6UFq9oJu0Gv6UKsX39lTnE,https://api.spotify.com/v1/audio-analysis/6UFq9oJu0Gv6UKsX39lTnE,452693.0,4.0,"String Trio in D Major, Op. 9 No. 2: I. Allegretto (D Major)","Beethoven: Trios à cordes, Op. 9","Beethoven: Trios à cordes, Op. 9",2021-02-26,6sfnzgKvWsoAwDzkJCtnUa
255,0.28,0.0284,10.0,-19.739,1.0,0.0555,0.945,0.318,0.153,0.173,165.044,audio_features,64XOMVjZcnj2lso4OGIfjh,spotify:track:64XOMVjZcnj2lso4OGIfjh,https://api.spotify.com/v1/tracks/64XOMVjZcnj2lso4OGIfjh,https://api.spotify.com/v1/audio-analysis/64XOMVjZcnj2lso4OGIfjh,315067.0,4.0,"String Trio in D Major, Op. 9 No. 2: II. Andante quasi allegretto (D Minor)","Beethoven: Trios à cordes, Op. 9","Beethoven: Trios à cordes, Op. 9",2021-02-26,6sfnzgKvWsoAwDzkJCtnUa
256,0.568,0.0548,2.0,-18.21,1.0,0.0521,0.963,0.845,0.0925,0.277,120.93,audio_features,1afFKVbjA8OjbcyvHte2j7,spotify:track:1afFKVbjA8OjbcyvHte2j7,https://api.spotify.com/v1/tracks/1afFKVbjA8OjbcyvHte2j7,https://api.spotify.com/v1/audio-analysis/1afFKVbjA8OjbcyvHte2j7,222320.0,3.0,"String Trio in D Major, Op. 9 No. 2: III. Minuet. Allegro (D Major) - Trio (B Minor)","Beethoven: Trios à cordes, Op. 9","Beethoven: Trios à cordes, Op. 9",2021-02-26,6sfnzgKvWsoAwDzkJCtnUa
257,0.384,0.17,2.0,-15.014,1.0,0.0459,0.958,0.835,0.216,0.342,137.169,audio_features,2pQ2HZASHuuWtlYzacErnE,spotify:track:2pQ2HZASHuuWtlYzacErnE,https://api.spotify.com/v1/tracks/2pQ2HZASHuuWtlYzacErnE,https://api.spotify.com/v1/audio-analysis/2pQ2HZASHuuWtlYzacErnE,350960.0,4.0,"String Trio in D Major, Op. 9 No. 2: IV. Rondo. Allegro (D Major)","Beethoven: Trios à cordes, Op. 9","Beethoven: Trios à cordes, Op. 9",2021-02-26,6sfnzgKvWsoAwDzkJCtnUa
249,0.312,0.202,9.0,-18.225,1.0,0.0379,0.906,0.929,0.271,0.306,144.941,audio_features,7IJMSxaKRqwJuSgnFVkYRJ,spotify:track:7IJMSxaKRqwJuSgnFVkYRJ,https://api.spotify.com/v1/tracks/7IJMSxaKRqwJuSgnFVkYRJ,https://api.spotify.com/v1/audio-analysis/7IJMSxaKRqwJuSgnFVkYRJ,532240.0,4.0,"Symphony No. 7 in A Major, Op. 92: IV. Allegro con brio","Beethoven: Symphonies No. 1 & 7 (Complete Symphonies, Vol. 1)",Beethoven: Symphonies No. 1 & 7,2021-02-26,4m9YGN8rW72fJmV3vMFGMM
259,0.168,0.0518,0.0,-18.844,1.0,0.0594,0.934,0.36,0.1,0.105,76.881,audio_features,3XoJSyl4qIEYGWUS8QHWAJ,spotify:track:3XoJSyl4qIEYGWUS8QHWAJ,https://api.spotify.com/v1/tracks/3XoJSyl4qIEYGWUS8QHWAJ,https://api.spotify.com/v1/audio-analysis/3XoJSyl4qIEYGWUS8QHWAJ,430240.0,5.0,"String Trio in C Minor, Op. 9 No. 3: II. Adagio con espressione (C Major)","Beethoven: Trios à cordes, Op. 9","Beethoven: Trios à cordes, Op. 9",2021-02-26,6sfnzgKvWsoAwDzkJCtnUa
